Image,R,G,B,His_AVG,His_STD,Label
14829289107.png,163,129,97,100,58,12
14829289107.png,164,130,99,99,68,12
14829289107.png,174,140,108,93,64,12
14829289107.png,159,125,93,104,72,12
14829289107.png,167,132,101,74,52,12
14829289107.png,163,129,97,97,61,12
14829289107.png,170,136,104,105,63,12
190271109132.png,154,120,87,96,51,12
190271109132.png,156,121,88,63,48,12
190271109132.png,155,120,87,68,54,12
190271109132.png,156,122,89,75,52,12
190271109132.png,151,117,84,84,54,12
190271109132.png,153,119,85,77,56,12
190271109132.png,158,124,90,62,49,12
190271109132.png,157,122,89,76,59,12
190271109132.png,150,116,83,85,55,12
190271109132.png,154,120,87,96,51,12
190271109132.png,156,121,88,63,48,12
190271109132.png,155,120,87,67,54,12
190271109132.png,156,122,89,75,52,12
190271109132.png,151,117,84,84,54,12
190271109132.png,153,119,85,77,56,12
190271109132.png,158,124,90,62,49,12
190271109132.png,157,122,89,76,59,12
190271109132.png,150,116,83,85,55,12
19521293123.png,191,160,126,149,71,12
19521293123.png,191,160,125,110,62,12
19521293123.png,192,161,126,102,66,12
19521293123.png,189,157,123,116,76,12
19521293123.png,190,157,123,115,70,12
19521293123.png,183,152,117,130,84,12
19521293123.png,199,167,133,120,75,12
19521293123.png,185,153,119,132,75,12
19521293123.png,188,156,122,128,70,12
19521293123.png,191,160,126,149,71,12
19521293123.png,191,160,125,110,62,12
19521293123.png,192,161,126,102,66,12
19521293123.png,189,157,123,116,76,12
19521293123.png,190,157,123,115,70,12
19521293123.png,183,152,117,130,84,12
19521293123.png,199,167,133,120,75,12
19521293123.png,185,153,119,132,74,12
19521293123.png,188,156,122,128,70,12
19654010096.png,100,81,66,64,67,12
19654010096.png,103,85,70,53,67,12
19654010096.png,101,82,66,52,67,12
19654010096.png,106,87,72,54,68,12
19654010096.png,102,83,68,57,68,12
19654010096.png,101,82,67,50,71,12
19654010096.png,102,83,68,53,69,12
19654010096.png,105,86,70,56,67,12
19654010096.png,105,86,70,52,68,12
19654010096.png,100,81,66,64,67,12
19654010096.png,103,85,70,53,67,12
19654010096.png,101,82,66,52,67,12
19654010096.png,106,87,72,54,68,12
19654010096.png,102,83,68,57,68,12
19654010096.png,101,82,67,50,71,12
19654010096.png,102,83,68,53,69,12
19654010096.png,105,86,70,56,67,12
19654010096.png,105,86,70,52,68,12
19817196114.png,146,117,82,118,70,12
19817196114.png,155,125,90,92,47,12
19817196114.png,154,124,90,94,50,12
19817196114.png,149,119,84,97,58,12
19817196114.png,152,122,87,97,67,12
19817196114.png,158,128,93,105,76,12
19817196114.png,161,131,96,90,60,12
19817196114.png,152,122,87,108,74,12
19817196114.png,145,115,80,85,53,12
19817196114.png,146,117,82,118,70,12
19817196114.png,155,125,90,92,47,12
19817196114.png,154,124,90,94,50,12
19817196114.png,149,119,84,97,58,12
19817196114.png,152,122,87,97,67,12
19817196114.png,158,128,93,105,76,12
19817196114.png,161,131,96,90,60,12
19817196114.png,152,122,87,108,74,12
19817196114.png,145,115,80,85,53,12
25552610699.png,121,97,71,83,67,12
25552610699.png,116,91,67,72,67,12
25552610699.png,120,96,72,72,66,12
25552610699.png,110,87,62,77,66,12
25552610699.png,115,90,66,88,73,12
25552610699.png,121,97,72,83,71,12
25552610699.png,114,90,67,83,66,12
25552610699.png,109,86,61,71,69,12
25552610699.png,113,89,65,81,66,12
25552610699.png,121,97,71,83,67,12
25552610699.png,116,91,67,72,67,12
25552610699.png,120,96,72,72,66,12
25552610699.png,110,87,62,77,66,12
25552610699.png,115,90,66,88,73,12
25552610699.png,121,97,72,83,71,12
25552610699.png,114,90,67,83,66,12
25552610699.png,109,86,61,71,69,12
25552610699.png,113,89,65,81,66,12
28916997119.png,194,159,120,81,56,12
28916997119.png,196,161,123,69,40,12
28916997119.png,199,163,125,72,44,12
28916997119.png,193,158,120,66,48,12
28916997119.png,189,153,115,71,55,12
28916997119.png,195,159,120,80,54,12
28916997119.png,196,160,122,68,50,12
28916997119.png,198,162,124,61,47,12
28916997119.png,194,158,119,68,48,12
28916997119.png,194,159,120,81,56,12
28916997119.png,196,161,123,69,40,12
28916997119.png,199,163,125,72,44,12
28916997119.png,193,158,120,66,48,12
28916997119.png,189,153,115,71,55,12
28916997119.png,195,159,120,80,54,12
28916997119.png,196,160,122,68,50,12
28916997119.png,198,162,124,61,47,12
28916997119.png,194,158,119,68,48,12
3315757774.png,123,97,76,93,62,12
3315757774.png,124,97,76,77,67,12
3315757774.png,127,101,79,83,59,12
3315757774.png,123,97,74,83,55,12
3315757774.png,120,94,73,86,62,12
3315757774.png,126,100,78,72,56,12
3315757774.png,120,94,72,69,48,12
3315757774.png,117,91,69,75,60,12
3315757774.png,123,97,75,91,57,12
3315757774.png,123,97,76,93,62,12
3315757774.png,124,97,76,77,67,12
3315757774.png,127,101,79,83,59,12
3315757774.png,123,97,74,83,55,12
3315757774.png,120,94,73,86,62,12
3315757774.png,126,100,78,72,55,12
3315757774.png,120,94,72,69,48,12
3315757774.png,117,91,69,75,60,12
3315757774.png,123,97,75,92,57,12
3638599117.png,130,98,67,75,48,12
3638599117.png,131,100,69,55,38,12
3638599117.png,133,102,71,65,49,12
3638599117.png,139,108,77,60,50,12
3638599117.png,130,99,68,68,52,12
3638599117.png,133,102,71,67,52,12
3638599117.png,133,103,72,58,44,12
3638599117.png,136,105,74,59,50,12
3638599117.png,130,100,69,54,43,12
3638599117.png,130,98,67,75,48,12
3638599117.png,131,100,69,55,38,12
3638599117.png,133,102,71,65,48,12
3638599117.png,139,108,77,60,50,12
3638599117.png,130,99,68,68,52,12
3638599117.png,133,102,71,67,52,12
3638599117.png,133,103,72,58,44,12
3638599117.png,136,105,74,59,50,12
3638599117.png,130,100,69,54,43,12
3641510297.png,177,147,118,85,65,12
3641510297.png,176,146,117,81,67,12
3641510297.png,171,142,112,68,61,12
3641510297.png,172,142,113,66,59,12
3641510297.png,174,144,115,74,63,12
3641510297.png,178,148,119,75,59,12
3641510297.png,172,142,113,57,55,12
3641510297.png,175,145,116,65,53,12
3641510297.png,174,144,115,65,56,12
3641510297.png,177,147,118,85,65,12
3641510297.png,176,146,117,81,67,12
3641510297.png,171,142,112,68,61,12
3641510297.png,172,142,113,66,59,12
3641510297.png,174,144,115,74,63,12
3641510297.png,178,148,119,75,59,12
3641510297.png,172,142,113,57,55,12
3641510297.png,175,145,116,65,53,12
3641510297.png,174,144,115,65,56,12
3668699119.png,135,103,72,63,53,12
3668699119.png,132,101,70,63,38,12
3668699119.png,137,106,75,61,43,12
3668699119.png,140,109,78,68,52,12
3668699119.png,135,103,72,70,54,12
3668699119.png,137,105,74,77,54,12
3668699119.png,133,102,71,55,45,12
3668699119.png,137,106,75,56,45,12
3668699119.png,136,105,74,57,42,12
3668699119.png,135,103,72,63,53,12
3668699119.png,132,101,70,63,38,12
3668699119.png,137,106,75,61,43,12
3668699119.png,140,109,78,68,52,12
3668699119.png,135,103,72,70,54,12
3668699119.png,137,105,74,77,54,12
3668699119.png,133,102,71,55,45,12
3668699119.png,137,106,75,56,45,12
3668699119.png,136,105,74,57,42,12
526145112133.png,159,133,105,94,69,12
526145112133.png,164,138,110,89,63,12
526145112133.png,152,126,98,124,85,12
526145112133.png,159,132,104,86,77,12
526145112133.png,157,130,102,114,86,12
526145112133.png,161,134,107,114,85,12
526145112133.png,154,129,100,95,62,12
526145112133.png,156,130,102,110,73,12
526145112133.png,155,129,100,97,70,12
526145112133.png,159,133,105,94,69,12
526145112133.png,164,138,110,89,63,12
526145112133.png,152,126,98,124,85,12
526145112133.png,159,132,104,86,77,12
526145112133.png,157,130,102,114,86,12
526145112133.png,161,134,107,114,85,12
526145112133.png,154,129,100,95,62,12
526145112133.png,156,130,102,110,73,12
526145112133.png,155,129,100,97,70,12
565739192.png,74,56,42,52,67,12
565739192.png,78,59,45,49,69,12
565739192.png,76,57,43,52,68,12
565739192.png,79,61,47,53,67,12
565739192.png,74,56,42,54,68,12
565739192.png,76,57,43,54,69,12
565739192.png,78,60,46,51,69,12
565739192.png,77,59,45,55,69,12
565739192.png,77,60,45,48,69,12
565739192.png,74,56,42,52,67,12
565739192.png,78,59,45,49,69,12
565739192.png,76,57,43,52,68,12
565739192.png,79,61,47,53,67,12
565739192.png,74,56,42,54,68,12
565739192.png,76,57,43,54,69,12
565739192.png,78,60,46,51,69,12
565739192.png,77,59,45,55,69,12
565739192.png,77,60,45,48,68,12
588192108118.png,153,132,103,106,76,12
588192108118.png,162,140,111,110,66,12
588192108118.png,164,142,114,123,71,12
588192108118.png,158,136,108,101,76,12
588192108118.png,159,138,109,103,75,12
588192108118.png,161,139,111,96,79,12
588192108118.png,167,145,117,132,86,12
588192108118.png,162,140,112,105,67,12
588192108118.png,162,141,112,103,63,12
588192108118.png,153,132,103,106,76,12
588192108118.png,162,140,111,110,66,12
588192108118.png,164,142,114,123,71,12
588192108118.png,158,136,108,101,76,12
588192108118.png,159,138,109,103,75,12
588192108118.png,161,139,111,96,79,12
588192108118.png,167,145,117,132,86,12
588192108118.png,162,140,112,105,67,12
588192108118.png,162,141,112,103,63,12
608403102116.png,240,206,161,103,76,12
608403102116.png,234,200,155,80,54,12
608403102116.png,234,200,156,69,52,12
608403102116.png,231,197,152,72,57,12
608403102116.png,238,204,159,69,62,12
608403102116.png,240,206,161,78,61,12
608403102116.png,236,202,158,90,60,12
608403102116.png,235,202,157,72,57,12
608403102116.png,230,196,151,78,56,12
608403102116.png,240,206,161,103,76,12
608403102116.png,234,200,155,80,54,12
608403102116.png,234,200,156,69,52,12
608403102116.png,231,197,152,72,57,12
608403102116.png,238,204,159,69,62,12
608403102116.png,240,206,161,78,61,12
608403102116.png,236,202,158,90,60,12
608403102116.png,235,202,157,71,57,12
608403102116.png,230,196,151,78,56,12
66090122105.png,100,81,63,80,66,12
66090122105.png,110,91,73,73,68,12
66090122105.png,103,84,65,78,69,12
66090122105.png,100,81,63,74,70,12
66090122105.png,97,78,60,83,70,12
66090122105.png,108,89,71,71,70,12
66090122105.png,104,85,67,72,64,12
66090122105.png,101,83,64,72,71,12
66090122105.png,101,82,63,85,73,12
66090122105.png,100,81,63,80,66,12
66090122105.png,110,91,73,73,68,12
66090122105.png,103,84,65,78,69,12
66090122105.png,100,81,63,74,70,12
66090122105.png,97,78,60,83,70,12
66090122105.png,108,89,71,70,70,12
66090122105.png,104,85,67,72,64,12
66090122105.png,101,83,64,72,72,12
66090122105.png,101,82,63,85,73,12
8811148174.png,125,101,81,86,71,12
8811148174.png,119,96,76,82,65,12
8811148174.png,130,106,85,80,63,12
8811148174.png,129,106,85,77,66,12
8811148174.png,129,105,85,83,62,12
8811148174.png,128,105,85,79,64,12
8811148174.png,121,98,77,80,61,12
8811148174.png,128,105,85,66,56,12
8811148174.png,127,103,82,70,61,12
8811148174.png,125,101,81,86,71,12
8811148174.png,119,96,76,82,65,12
8811148174.png,130,106,85,80,63,12
8811148174.png,129,106,85,77,66,12
8811148174.png,129,105,85,83,62,12
8811148174.png,128,105,85,79,64,12
8811148174.png,121,98,77,80,61,12
8811148174.png,128,105,85,66,56,12
8811148174.png,127,103,82,70,61,12
9463979394.png,110,93,78,57,68,12
9463979394.png,112,96,81,58,67,12
9463979394.png,109,93,77,59,70,12
9463979394.png,109,94,78,55,71,12
9463979394.png,109,93,77,64,72,12
9463979394.png,116,100,85,56,68,12
9463979394.png,108,92,77,55,67,12
9463979394.png,106,90,75,61,67,12
9463979394.png,109,92,77,56,68,12
9463979394.png,110,93,78,57,68,12
9463979394.png,112,96,81,58,67,12
9463979394.png,109,93,77,59,70,12
9463979394.png,109,94,78,55,71,12
9463979394.png,109,93,77,64,72,12
9463979394.png,116,100,85,56,68,12
9463979394.png,108,92,77,55,67,12
9463979394.png,106,90,75,61,67,12
9463979394.png,109,92,77,56,68,12
9750510293.png,71,59,50,49,74,12
9750510293.png,69,56,48,51,76,12
9750510293.png,70,58,49,50,77,12
9750510293.png,70,58,49,50,75,12
9750510293.png,70,58,49,50,70,12
9750510293.png,70,57,49,54,72,12
9750510293.png,71,59,50,49,70,12
9750510293.png,71,58,49,48,71,12
9750510293.png,71,60,50,49,70,12
9750510293.png,71,59,50,49,74,12
9750510293.png,69,56,48,51,76,12
9750510293.png,70,58,49,50,77,12
9750510293.png,70,58,49,50,75,12
9750510293.png,70,58,49,50,70,12
9750510293.png,70,57,49,54,72,12
9750510293.png,71,59,50,49,70,12
9750510293.png,71,58,49,48,71,12
9750510293.png,71,60,50,49,70,12
267428199222.png,171,150,108,171,82,501
267428199222.png,171,152,111,149,79,501
267428199222.png,176,153,113,132,78,501
267428199222.png,187,167,125,125,92,501
267428199222.png,167,146,105,148,86,501
267428199222.png,175,155,113,138,85,501
267428199222.png,172,151,110,151,75,501
267428199222.png,186,165,123,154,70,501
267428199222.png,178,158,116,171,76,501
267428199222.png,171,150,108,171,82,501
267428199222.png,171,152,111,149,79,501
267428199222.png,176,153,113,132,78,501
267428199222.png,187,167,125,125,92,501
267428199222.png,167,146,105,148,86,501
267428199222.png,175,155,113,138,85,501
267428199222.png,172,151,110,151,75,501
267428199222.png,186,165,123,154,70,501
267428199222.png,178,158,116,171,76,501
420261186218.png,156,131,85,85,58,501
420261186218.png,162,137,91,81,55,501
420261186218.png,165,140,95,118,63,501
420261186218.png,159,134,89,103,72,501
420261186218.png,165,140,94,98,74,501
420261186218.png,152,127,81,95,71,501
420261186218.png,163,138,92,98,66,501
420261186218.png,164,139,94,106,67,501
420261186218.png,162,136,91,103,54,501
420261186218.png,156,131,85,85,58,501
420261186218.png,162,137,91,81,55,501
420261186218.png,165,140,95,117,64,501
420261186218.png,159,134,89,103,72,501
420261186218.png,165,140,94,98,74,501
420261186218.png,152,127,81,95,71,501
420261186218.png,163,138,92,98,66,501
420261186218.png,164,139,94,106,67,501
420261186218.png,162,136,91,103,54,501
420332200231.png,146,124,76,79,63,501
420332200231.png,150,127,79,77,57,501
420332200231.png,141,118,71,69,59,501
420332200231.png,145,122,75,63,60,501
420332200231.png,145,123,75,75,67,501
420332200231.png,147,124,76,78,65,501
420332200231.png,146,123,76,71,50,501
420332200231.png,146,124,76,76,46,501
420332200231.png,142,119,72,59,48,501
420332200231.png,146,124,76,79,63,501
420332200231.png,150,127,79,77,57,501
420332200231.png,141,118,71,69,59,501
420332200231.png,145,122,75,63,60,501
420332200231.png,145,123,75,75,67,501
420332200231.png,147,124,76,78,65,501
420332200231.png,146,123,76,71,50,501
420332200231.png,146,124,76,76,46,501
420332200231.png,142,119,72,59,48,501
421192149147.png,189,169,120,145,72,501
421192149147.png,188,167,118,117,71,501
421192149147.png,198,177,125,114,75,501
421192149147.png,185,166,119,131,81,501
421192149147.png,190,172,122,127,81,501
421192149147.png,193,173,122,127,86,501
421192149147.png,201,180,130,140,78,501
421192149147.png,191,171,123,127,75,501
421192149147.png,193,176,127,110,60,501
421192149147.png,189,169,120,145,72,501
421192149147.png,188,167,118,117,71,501
421192149147.png,198,177,125,114,75,501
421192149147.png,185,166,119,131,81,501
421192149147.png,190,172,122,127,81,501
421192149147.png,193,173,122,127,86,501
421192149147.png,201,180,130,140,78,501
421192149147.png,191,171,123,127,75,501
421192149147.png,193,176,127,109,60,501
421261187222.png,156,131,85,93,63,501
421261187222.png,157,132,86,94,52,501
421261187222.png,161,136,90,129,66,501
421261187222.png,154,129,83,114,78,501
421261187222.png,161,136,90,101,79,501
421261187222.png,149,124,79,105,73,501
421261187222.png,161,135,90,106,69,501
421261187222.png,158,133,87,118,61,501
421261187222.png,158,133,87,110,60,501
421261187222.png,156,131,85,93,63,501
421261187222.png,157,132,86,94,52,501
421261187222.png,161,136,90,129,66,501
421261187222.png,154,129,83,114,78,501
421261187222.png,161,136,90,101,79,501
421261187222.png,149,124,79,105,73,501
421261187222.png,161,135,90,106,69,501
421261187222.png,158,133,87,118,61,501
421261187222.png,158,133,87,110,60,501
431225209244.png,165,139,92,87,57,501
431225209244.png,167,141,93,72,51,501
431225209244.png,170,144,96,109,61,501
431225209244.png,162,136,89,91,67,501
431225209244.png,173,147,101,87,73,501
431225209244.png,159,133,86,98,69,501
431225209244.png,166,141,93,92,70,501
431225209244.png,167,142,95,100,66,501
431225209244.png,168,143,96,93,54,501
431225209244.png,165,139,92,87,57,501
431225209244.png,167,141,93,72,51,501
431225209244.png,170,144,96,109,61,501
431225209244.png,162,136,89,91,67,501
431225209244.png,173,147,101,87,73,501
431225209244.png,159,133,86,98,69,501
431225209244.png,166,141,93,92,70,501
431225209244.png,167,142,95,100,66,501
431225209244.png,168,143,96,93,54,501
431325206234.png,155,131,83,68,63,501
431325206234.png,151,128,80,74,51,501
431325206234.png,145,121,73,70,59,501
431325206234.png,149,125,77,65,62,501
431325206234.png,149,125,77,74,55,501
431325206234.png,149,125,78,69,51,501
431325206234.png,149,125,77,64,47,501
431325206234.png,146,122,74,84,45,501
431325206234.png,148,125,76,56,47,501
431325206234.png,155,131,83,68,63,501
431325206234.png,151,128,80,74,50,501
431325206234.png,145,121,73,70,59,501
431325206234.png,149,125,77,65,62,501
431325206234.png,149,125,77,74,55,501
431325206234.png,149,125,78,69,51,501
431325206234.png,149,125,77,64,47,501
431325206234.png,146,122,74,84,45,501
431325206234.png,148,125,76,56,47,501
432189205243.png,171,147,99,118,65,501
432189205243.png,165,141,92,80,41,501
432189205243.png,166,142,94,88,48,501
432189205243.png,163,138,90,89,57,501
432189205243.png,165,140,92,92,73,501
432189205243.png,170,146,97,81,75,501
432189205243.png,166,142,94,86,69,501
432189205243.png,163,139,91,93,69,501
432189205243.png,165,141,94,91,53,501
432189205243.png,171,147,99,118,65,501
432189205243.png,165,141,92,80,41,501
432189205243.png,166,142,94,88,48,501
432189205243.png,163,138,90,89,57,501
432189205243.png,165,140,92,92,73,501
432189205243.png,170,146,97,81,75,501
432189205243.png,166,142,94,86,69,501
432189205243.png,163,139,91,93,69,501
432189205243.png,165,141,94,91,53,501
494147216260.png,164,141,93,82,55,501
494147216260.png,157,134,87,74,45,501
494147216260.png,157,134,87,78,50,501
494147216260.png,158,135,88,82,70,501
494147216260.png,167,143,96,75,70,501
494147216260.png,159,135,88,84,64,501
494147216260.png,159,135,88,82,59,501
494147216260.png,159,135,89,77,49,501
494147216260.png,165,142,94,85,49,501
494147216260.png,164,141,93,82,55,501
494147216260.png,157,134,87,74,45,501
494147216260.png,157,134,87,78,50,501
494147216260.png,158,135,88,82,70,501
494147216260.png,167,143,96,75,70,501
494147216260.png,159,135,88,84,64,501
494147216260.png,159,135,88,82,59,501
494147216260.png,159,135,89,77,49,501
494147216260.png,165,142,94,85,49,501
494169213247.png,163,139,91,133,70,501
494169213247.png,158,133,85,104,64,501
494169213247.png,167,142,93,126,68,501
494169213247.png,166,141,93,124,62,501
494169213247.png,171,146,99,129,82,501
494169213247.png,158,133,85,102,70,501
494169213247.png,168,143,95,99,63,501
494169213247.png,165,140,92,116,64,501
494169213247.png,165,140,92,131,67,501
494169213247.png,163,139,91,133,70,501
494169213247.png,158,133,85,104,64,501
494169213247.png,167,142,93,126,68,501
494169213247.png,166,141,93,124,62,501
494169213247.png,171,146,99,129,82,501
494169213247.png,158,133,85,102,70,501
494169213247.png,168,143,95,99,63,501
494169213247.png,165,140,92,116,64,501
494169213247.png,165,140,92,131,67,501
498145210255.png,161,137,90,84,51,501
498145210255.png,154,130,83,68,46,501
498145210255.png,154,131,84,76,50,501
498145210255.png,153,130,83,77,64,501
498145210255.png,160,137,90,75,65,501
498145210255.png,154,130,83,84,60,501
498145210255.png,154,131,84,79,56,501
498145210255.png,156,133,86,73,45,501
498145210255.png,160,137,90,81,48,501
498145210255.png,161,137,90,84,51,501
498145210255.png,154,130,83,68,46,501
498145210255.png,154,131,84,76,50,501
498145210255.png,153,130,83,77,64,501
498145210255.png,160,137,90,75,65,501
498145210255.png,154,130,83,84,60,501
498145210255.png,154,131,84,79,56,501
498145210255.png,156,133,86,73,45,501
498145210255.png,160,137,90,81,48,501
521214208243.png,166,139,92,116,70,501
521214208243.png,158,132,85,106,56,501
521214208243.png,170,144,97,115,65,501
521214208243.png,169,143,96,128,72,501
521214208243.png,167,140,94,128,85,501
521214208243.png,155,128,81,99,70,501
521214208243.png,169,143,96,106,55,501
521214208243.png,170,144,97,117,66,501
521214208243.png,162,136,90,126,70,501
521214208243.png,166,139,92,116,70,501
521214208243.png,158,132,85,106,56,501
521214208243.png,170,144,97,115,65,501
521214208243.png,169,143,96,128,72,501
521214208243.png,167,140,94,128,85,501
521214208243.png,155,128,81,99,70,501
521214208243.png,169,143,96,106,55,501
521214208243.png,170,144,97,117,66,501
521214208243.png,162,136,90,126,70,501
521216168199.png,174,151,104,97,50,501
521216168199.png,177,154,106,75,52,501
521216168199.png,171,148,100,83,51,501
521216168199.png,172,148,101,77,57,501
521216168199.png,180,156,109,84,73,501
521216168199.png,175,152,105,87,65,501
521216168199.png,176,152,105,78,51,501
521216168199.png,175,152,105,79,45,501
521216168199.png,179,155,108,89,53,501
521216168199.png,174,151,104,97,50,501
521216168199.png,177,154,106,75,52,501
521216168199.png,171,148,100,83,51,501
521216168199.png,172,148,101,77,57,501
521216168199.png,180,156,109,84,73,501
521216168199.png,175,152,105,87,65,501
521216168199.png,176,152,105,78,51,501
521216168199.png,175,152,105,79,45,501
521216168199.png,179,155,108,89,53,501
528216207240.png,166,140,93,89,59,501
528216207240.png,162,135,88,97,57,501
528216207240.png,168,142,96,121,70,501
528216207240.png,169,143,96,118,70,501
528216207240.png,166,140,94,126,77,501
528216207240.png,156,130,82,104,74,501
528216207240.png,168,142,96,104,55,501
528216207240.png,169,143,96,109,61,501
528216207240.png,165,139,92,126,67,501
528216207240.png,166,140,93,89,59,501
528216207240.png,162,135,88,97,57,501
528216207240.png,168,142,96,121,70,501
528216207240.png,169,143,96,118,70,501
528216207240.png,166,140,94,126,77,501
528216207240.png,156,130,82,104,74,501
528216207240.png,168,142,96,104,55,501
528216207240.png,169,143,96,109,61,501
528216207240.png,165,139,92,126,67,501
621207197214.png,155,131,85,77,61,501
621207197214.png,144,121,76,68,50,501
621207197214.png,150,127,82,92,49,501
621207197214.png,150,126,81,83,59,501
621207197214.png,147,123,77,80,56,501
621207197214.png,146,122,76,78,61,501
621207197214.png,152,128,83,70,69,501
621207197214.png,144,120,75,77,70,501
621207197214.png,153,130,84,87,63,501
621207197214.png,155,131,85,77,61,501
621207197214.png,144,121,76,68,50,501
621207197214.png,150,127,82,92,49,501
621207197214.png,150,126,81,83,59,501
621207197214.png,147,123,77,80,56,501
621207197214.png,146,122,76,78,61,501
621207197214.png,152,128,83,70,69,501
621207197214.png,144,120,75,77,70,501
621207197214.png,153,130,84,87,63,501
640234190172.png,189,167,121,144,84,501
640234190172.png,177,155,110,110,73,501
640234190172.png,185,163,118,114,70,501
640234190172.png,186,164,119,102,67,501
640234190172.png,191,169,123,113,84,501
640234190172.png,185,163,118,114,88,501
640234190172.png,185,163,118,139,89,501
640234190172.png,179,157,112,131,70,501
640234190172.png,189,168,122,99,71,501
640234190172.png,189,167,121,144,84,501
640234190172.png,177,155,110,110,73,501
640234190172.png,185,163,118,114,70,501
640234190172.png,186,164,119,102,67,501
640234190172.png,191,169,123,113,84,501
640234190172.png,185,163,118,114,88,501
640234190172.png,185,163,118,139,89,501
640234190172.png,179,157,112,131,70,501
640234190172.png,189,168,122,99,70,501
686381169197.png,190,171,126,124,70,501
686381169197.png,176,156,111,120,70,501
686381169197.png,191,172,127,126,83,501
686381169197.png,195,178,133,109,85,501
686381169197.png,188,169,122,108,85,501
686381169197.png,185,165,120,134,84,501
686381169197.png,185,166,122,119,75,501
686381169197.png,199,180,135,119,82,501
686381169197.png,195,176,131,117,75,501
686381169197.png,190,171,126,124,70,501
686381169197.png,176,156,111,120,70,501
686381169197.png,191,172,127,126,84,501
686381169197.png,195,178,133,109,85,501
686381169197.png,188,169,122,107,84,501
686381169197.png,185,165,120,134,83,501
686381169197.png,185,166,122,119,75,501
686381169197.png,199,180,135,119,83,501
686381169197.png,195,176,131,117,75,501
689484228206.png,194,176,131,166,70,501
689484228206.png,198,181,136,155,81,501
689484228206.png,206,191,150,159,76,501
689484228206.png,201,188,147,153,76,501
689484228206.png,197,182,139,149,78,501
689484228206.png,196,178,133,136,86,501
689484228206.png,200,184,141,163,85,501
689484228206.png,202,189,149,176,80,501
689484228206.png,206,193,151,175,81,501
689484228206.png,194,176,131,166,70,501
689484228206.png,198,181,136,155,81,501
689484228206.png,206,191,150,159,76,501
689484228206.png,201,188,147,153,76,501
689484228206.png,197,182,139,149,78,501
689484228206.png,196,178,133,136,86,501
689484228206.png,200,184,141,163,85,501
689484228206.png,202,189,149,176,80,501
689484228206.png,206,193,151,175,81,501
733304216200.png,178,159,114,143,82,501
733304216200.png,181,160,115,108,76,501
733304216200.png,175,156,109,112,87,501
733304216200.png,178,158,113,126,81,501
733304216200.png,176,156,112,120,77,501
733304216200.png,182,162,116,133,79,501
733304216200.png,178,158,112,124,79,501
733304216200.png,173,153,108,133,79,501
733304216200.png,177,157,113,123,79,501
733304216200.png,178,159,114,143,82,501
733304216200.png,181,160,115,108,76,501
733304216200.png,175,156,109,112,87,501
733304216200.png,178,158,113,126,81,501
733304216200.png,176,156,112,120,77,501
733304216200.png,182,162,116,133,79,501
733304216200.png,178,158,112,124,79,501
733304216200.png,173,153,108,134,79,501
733304216200.png,177,157,113,123,79,501
733312212207.png,198,182,137,111,70,501
733312212207.png,195,180,135,123,75,501
733312212207.png,198,181,138,133,67,501
733312212207.png,193,175,132,112,69,501
733312212207.png,197,177,133,119,79,501
733312212207.png,193,176,131,104,69,501
733312212207.png,200,184,142,99,78,501
733312212207.png,190,172,129,111,73,501
733312212207.png,199,182,138,123,73,501
733312212207.png,198,182,137,111,70,501
733312212207.png,195,180,135,123,75,501
733312212207.png,198,181,138,133,67,501
733312212207.png,193,175,132,112,69,501
733312212207.png,197,177,133,119,79,501
733312212207.png,193,176,131,104,68,501
733312212207.png,200,184,142,99,78,501
733312212207.png,190,172,129,110,73,501
733312212207.png,199,182,138,123,73,501
287329217231.png,149,128,84,68,49,502
287329217231.png,148,127,83,79,58,502
287329217231.png,144,124,80,81,59,502
287329217231.png,143,123,79,77,66,502
287329217231.png,149,128,84,90,75,502
287329217231.png,150,130,85,102,83,502
287329217231.png,144,124,80,78,70,502
287329217231.png,141,121,77,74,69,502
287329217231.png,146,125,81,89,66,502
287329217231.png,149,128,84,68,49,502
287329217231.png,148,127,83,79,59,502
287329217231.png,144,124,80,81,59,502
287329217231.png,143,123,79,77,66,502
287329217231.png,149,128,84,90,75,502
287329217231.png,150,130,85,102,83,502
287329217231.png,144,124,80,78,70,502
287329217231.png,141,121,77,73,69,502
287329217231.png,146,125,81,89,67,502
332462243204.png,140,116,76,138,93,502
332462243204.png,141,117,77,125,83,502
332462243204.png,140,116,76,137,92,502
332462243204.png,143,119,79,103,90,502
332462243204.png,137,114,74,135,93,502
332462243204.png,141,118,77,126,83,502
332462243204.png,141,117,78,123,90,502
332462243204.png,142,119,79,144,86,502
332462243204.png,139,115,75,128,82,502
332462243204.png,140,116,76,138,93,502
332462243204.png,141,117,77,125,83,502
332462243204.png,140,116,76,137,92,502
332462243204.png,143,119,79,103,90,502
332462243204.png,137,114,74,135,93,502
332462243204.png,141,118,77,126,83,502
332462243204.png,141,117,78,123,90,502
332462243204.png,142,119,79,144,86,502
332462243204.png,139,115,75,128,82,502
482302156142.png,128,103,61,108,73,502
482302156142.png,129,103,60,95,67,502
482302156142.png,131,105,62,91,70,502
482302156142.png,135,109,65,85,64,502
482302156142.png,124,99,57,82,63,502
482302156142.png,129,104,61,96,66,502
482302156142.png,129,104,61,106,81,502
482302156142.png,134,107,64,106,72,502
482302156142.png,127,102,59,111,66,502
